NO,NIK,BUSINESS_UNIT,JOB_LEVEL,LOCATION,DEPARTMENT,JOB_POSITION,PK,BEHAVIOR,ADDITIONAL POINT,PERFORMANCE,COMPETENCY,LEARNING POINT
1335.0,199900164,PT. KALLA INTI KARSA,STRATEGIC LEADERS,HEAD OFFICE,PROPERTY MANAGEMENT,PJS. PROPERTY MANAGEMENT GENERAL MANAGER,0.914,0.9125,0.025,0.938775,1.0266666666666666,1.0
1336.0,200900333,PT. KALLA INTI KARSA,STRATEGIC LEADERS,HEAD OFFICE,SALES DIVISION,PJS. SALES GENERAL MANAGER,0.951,0.9671875,0.03,0.9834281249999999,1.1644444444444444,1.0
1337.0,201300491,PT. KALLA INTI KARSA,OPERATIONAL LEADERS,HEAD OFFICE,ACCOUNTING DEPARTMENT,PJS. ACCOUNTING DEPARTMENT HEAD,0.868,0.9989583333333334,0.015,0.9026437500000001,1.108888888888889,1.0
1338.0,201200465,PT. KALLA INTI KARSA,TECHNICAL LEADERS,HEAD OFFICE,ACCOUNTING DEPARTMENT,ACCOUNTING ASSISTANT MANAGER,0.928,0.9015625,0.03,0.9540343750000001,1.097777777777778,1.0
1339.0,200500267,PT. KALLA INTI KARSA,STAFF/OPERATOR,HEAD OFFICE,ACCOUNTING DEPARTMENT,ACCOUNTING STAFF,0.997,0.8723958333333335,0.01,0.9883093749999999,1.0257142857142858,1.0
1340.0,201100513,PT. KALLA INTI KARSA,STAFF/OPERATOR,HEAD OFFICE,ACCOUNTING DEPARTMENT,ACCOUNTING STAFF,1.0,0.9307291666666668,0.01,0.999609375,1.0314285714285716,1.0
1341.0,201600696,PT. KALLA INTI KARSA,STAFF/OPERATOR,HEAD OFFICE,ACCOUNTING DEPARTMENT,ACCOUNTING STAFF,0.997,0.8333333333333334,0.01,0.9824499999999999,1.0314285714285716,1.0
1342.0,202003849,PT. KALLA INTI KARSA,STAFF/OPERATOR,HEAD OFFICE,ACCOUNTING DEPARTMENT,TAX STAFF,0.928,0.98125,0.02,0.9559875000000001,1.1114285714285714,1.0
1343.0,201801013,PT. KALLA INTI KARSA,STAFF/OPERATOR,HEAD OFFICE,CASUAL LEASING & LIVE SPACE DEPARTMENT,EVENT MANAGEMENT ANALYST,0.901,0.9875,0.01,0.923975,1.0114285714285716,1.0
1344.0,201000373,PT. KALLA INTI KARSA,STAFF/OPERATOR,MALL RATU INDAH,CASUAL LEASING & LIVE SPACE DEPARTMENT,MARI CASUAL LEASING ANALYST,1.0,0.9432291666666668,0.01,1.001484375,1.0,1.0
1345.0,201000428,PT. KALLA INTI KARSA,TECHNICAL LEADERS,NIPAH MALL,CASUAL LEASING & LIVE SPACE DEPARTMENT,NIPAH CASUAL LEASING ASSOCIATES,0.991,0.94375,0.01,0.9939125,1.0066666666666668,1.0
1346.0,201600873,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,CASUAL LEASING & LIVE SPACE DEPARTMENT,NIPAH CASUAL LEASING ANALYST,1.0,0.9619791666666668,0.01,1.0042968749999999,1.0,1.0
1347.0,201600872,PT. KALLA INTI KARSA,TECHNICAL LEADERS,WISMA KALLA,CASUAL LEASING & LIVE SPACE DEPARTMENT,LIVE SPACE ASSOCIATES,0.979,0.8895833333333333,0.02,0.9855875,1.068888888888889,1.0
1348.0,201200511,PT. KALLA INTI KARSA,OPERATIONAL LEADERS,HEAD OFFICE,CIVIL & CONSTRUCTION DEPARTMENT,CIVIL & CONSTRUCTION MANAGER,0.974,0.9015625,0.015,0.978134375,1.148888888888889,1.0
1349.0,201200661,PT. KALLA INTI KARSA,TECHNICAL LEADERS,HEAD OFFICE,CIVIL & CONSTRUCTION DEPARTMENT,CIVIL & CONSTRUCTION ASSOCIATES,0.969,0.9604166666666668,0.03,0.9977125,1.1333333333333333,1.0
1350.0,201700833,PT. KALLA INTI KARSA,STAFF/OPERATOR,HEAD OFFICE,CIVIL & CONSTRUCTION DEPARTMENT,CIVIL & CONSTRUCTION ANALYST,1.0,0.9520833333333336,0.025,1.0178125,1.12,1.0
1351.0,201100520,PT. KALLA INTI KARSA,STAFF/OPERATOR,HEAD OFFICE,CIVIL & CONSTRUCTION DEPARTMENT,CIVIL & CONSTRUCTION ANALYST,1.0,0.9630208333333334,0.005,0.9994531249999999,1.1457142857142857,1.0
1352.0,200100168,PT. KALLA INTI KARSA,OPERATIONAL LEADERS,HEAD OFFICE,FINANCE DEPARTMENT,FINANCE DEPARTMENT HEAD,0.869,0.9677083333333334,0.025,0.90880625,1.048888888888889,1.0
1353.0,199900157,PT. KALLA INTI KARSA,TECHNICAL LEADERS,HEAD OFFICE,FINANCE DEPARTMENT,COLLECTION & BILLING ASSISTANT MANAGER,0.802,0.89375,0.01,0.8257625,1.0222222222222221,1.0
1354.0,200400244,PT. KALLA INTI KARSA,TECHNICAL LEADERS,HEAD OFFICE,FINANCE DEPARTMENT,COLLECTION & BILLING SECTION HEAD,0.802,0.8374999999999999,0.01,0.817325,1.0222222222222221,1.0
1355.0,201700692,PT. KALLA INTI KARSA,TECHNICAL LEADERS,HEAD OFFICE,FINANCE DEPARTMENT,PJS. TAX ASSISTANT MANAGER,0.996,0.9682291666666668,0.01,1.001834375,1.1533333333333333,1.0
1356.0,200000201,PT. KALLA INTI KARSA,TECHNICAL LEADERS,HEAD OFFICE,FINANCE DEPARTMENT,SENIOR CASHIER ANALYST,1.0,0.9822916666666668,0.01,1.00734375,1.0133333333333332,0.75
1357.0,202104050,PT. KALLA INTI KARSA,STAFF/OPERATOR,HEAD OFFICE,FINANCE DEPARTMENT,COLLECTION & BILLING STAFF,1.0,0.8848958333333333,0.0,0.9827343749999999,1.0142857142857142,1.0
1358.0,202104042,PT. KALLA INTI KARSA,STAFF/OPERATOR,HEAD OFFICE,FINANCE DEPARTMENT,COLLECTION & BILLING STAFF,0.924,0.884375,0.0,0.91805625,1.002857142857143,1.0
1359.0,201801011,PT. KALLA INTI KARSA,STAFF/OPERATOR,HEAD OFFICE,FINANCE DEPARTMENT,COLLECTION & BILLING STAFF,0.983,0.9244791666666669,0.01,0.984221875,1.0114285714285716,1.0
1360.0,201903382,PT. KALLA INTI KARSA,STAFF/OPERATOR,HEAD OFFICE,FINANCE DEPARTMENT,FINANCE STAFF,0.998,0.9817708333333334,0.015,1.010565625,1.1285714285714286,1.0
1361.0,201801050,PT. KALLA INTI KARSA,STAFF/OPERATOR,HEAD OFFICE,FINANCE DEPARTMENT,TREASURY STAFF,1.0,0.978125,0.02,1.01671875,1.157142857142857,1.0
1362.0,200500249,PT. KALLA INTI KARSA,OPERATIONAL LEADERS,HEAD OFFICE,HCBP GA & HSE DEPARTMENT,HCBP GA & HSE MANAGER,0.963,0.9635416666666669,0.03,0.99308125,1.1,1.0
1363.0,201700791,PT. KALLA INTI KARSA,TECHNICAL LEADERS,HEAD OFFICE,HCBP GA & HSE DEPARTMENT,HC & GA IKP SECTION HEAD,0.956,0.959375,0.04,0.99650625,1.0288888888888887,1.0
1364.0,200000193,PT. KALLA INTI KARSA,TECHNICAL LEADERS,HEAD OFFICE,HCBP GA & HSE DEPARTMENT,HCBP ASSISTANT MANAGER,0.945,0.8015625,0.005,0.9284843749999999,0.9644444444444443,1.0
1365.0,201000468,PT. KALLA INTI KARSA,TECHNICAL LEADERS,HEAD OFFICE,HCBP GA & HSE DEPARTMENT,PJS. GA & OFFICE FACILITY SECTION HEAD,0.971,0.81875,0.0,0.9481624999999999,0.9866666666666666,1.0
1366.0,201500821,PT. KALLA INTI KARSA,STAFF/OPERATOR,HEAD OFFICE,HCBP GA & HSE DEPARTMENT,GA & OFFICE FACILITY STAFF,0.95,0.7869791666666668,0.01,0.935546875,1.0085714285714287,1.0
1367.0,201300564,PT. KALLA INTI KARSA,STAFF/OPERATOR,HEAD OFFICE,HCBP GA & HSE DEPARTMENT,HC STAFF,1.0,0.9520833333333334,0.02,1.0128125,1.1,1.0
1368.0,201600759,PT. KALLA INTI KARSA,STAFF/OPERATOR,HEAD OFFICE,HCBP GA & HSE DEPARTMENT,HSE ANALYST,1.0,0.9286458333333334,0.01,0.999296875,1.002857142857143,1.0
1369.0,201000392,PT. KALLA INTI KARSA,STAFF/OPERATOR,HEAD OFFICE,HCBP GA & HSE DEPARTMENT,SECRETARY TO COO,1.0,0.9302083333333334,0.0,0.98953125,0.9800000000000001,1.0
1370.0,201500823,PT. KALLA INTI KARSA,STAFF/OPERATOR,MALL RATU INDAH,HCBP GA & HSE DEPARTMENT,GA & OFFICE FACILITY STAFF,1.0,0.7890625,0.01,0.9783593749999999,1.0085714285714287,1.0
1371.0,201200518,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,HCBP GA & HSE DEPARTMENT,GA & OFFICE FACILITY STAFF,0.98,0.7208333333333333,0.01,0.951125,1.0057142857142858,1.0
1372.0,201600714,PT. KALLA INTI KARSA,STAFF/OPERATOR,WISMA KALLA,HCBP GA & HSE DEPARTMENT,GA & OFFICE FACILITY STAFF,1.0,0.7796875,0.01,0.976953125,1.0171428571428571,1.0
1373.0,201200632,PT. KALLA INTI KARSA,TECHNICAL LEADERS,HEAD OFFICE,LEGAL DEPARTMENT,LEGAL ASSISTANT MANAGER,1.0,0.8244791666666667,0.015,0.988671875,1.0333333333333332,0.95
1374.0,201903258,PT. KALLA INTI KARSA,STAFF/OPERATOR,HEAD OFFICE,LEGAL DEPARTMENT,LEGAL SENIOR STAFF,1.0,0.9015625,0.03,1.015234375,0.9571428571428571,0.98
1375.0,201903482,PT. KALLA INTI KARSA,STAFF/OPERATOR,HEAD OFFICE,LEGAL DEPARTMENT,LEGAL SENIOR STAFF,0.98,0.8541666666666667,0.0,0.961125,0.9257142857142857,0.73
1376.0,200000184,PT. KALLA INTI KARSA,OPERATIONAL LEADERS,MALL RATU INDAH,MARI SHOPPING CENTRE,ENGINEERING SENIOR SUPERVISOR,0.979,0.8572916666666668,0.01,0.97074375,1.0155555555555558,1.0
1377.0,200100202,PT. KALLA INTI KARSA,OPERATIONAL LEADERS,MALL RATU INDAH,MARI SHOPPING CENTRE,PJS. MARI SHOPPING CENTRE MANAGEMENT MANAGER,0.963,0.8151041666666667,0.02,0.9608156250000001,1.0711111111111111,1.0
1378.0,200000165,PT. KALLA INTI KARSA,TECHNICAL LEADERS,MALL RATU INDAH,MARI SHOPPING CENTRE,ENGINEERING SUPERVISOR,0.885,0.8812500000000001,0.01,0.8944375,1.0711111111111111,0.3
1379.0,200100218,PT. KALLA INTI KARSA,TECHNICAL LEADERS,MALL RATU INDAH,MARI SHOPPING CENTRE,ENGINEERING SUPERVISOR,0.885,0.90625,0.01,0.8981875,1.1733333333333333,0.3
1380.0,201200663,PT. KALLA INTI KARSA,TECHNICAL LEADERS,MALL RATU INDAH,MARI SHOPPING CENTRE,FIT OUT SENIOR SUPERVISOR,0.956,0.9135416666666668,0.025,0.97463125,1.1222222222222222,0.9
1381.0,200100222,PT. KALLA INTI KARSA,TECHNICAL LEADERS,MALL RATU INDAH,MARI SHOPPING CENTRE,OPERATION SUPERVISOR,0.888,0.9723958333333332,0.01,0.910659375,1.0222222222222221,1.0
1382.0,201500731,PT. KALLA INTI KARSA,STAFF/OPERATOR,MALL RATU INDAH,MARI SHOPPING CENTRE,ENGINEERING ADMIN,1.0,0.9614583333333334,0.0,0.9942187499999999,1.0857142857142859,1.0
1383.0,201600725,PT. KALLA INTI KARSA,STAFF/OPERATOR,MALL RATU INDAH,MARI SHOPPING CENTRE,ENGINEERING STAFF,0.911,0.8453125,0.01,0.911146875,1.0,0.25
1384.0,200100194,PT. KALLA INTI KARSA,STAFF/OPERATOR,MALL RATU INDAH,MARI SHOPPING CENTRE,ENGINEERING STAFF,0.96,0.8390625,0.01,0.951859375,1.1542857142857144,0.63
1385.0,201500768,PT. KALLA INTI KARSA,STAFF/OPERATOR,MALL RATU INDAH,MARI SHOPPING CENTRE,ENGINEERING STAFF,0.911,0.971875,0.01,0.93013125,0.9914285714285715,0.25
1386.0,201700985,PT. KALLA INTI KARSA,STAFF/OPERATOR,MALL RATU INDAH,MARI SHOPPING CENTRE,ENGINEERING STAFF,0.925,0.9677083333333334,0.01,0.94140625,1.1342857142857141,0.25
1387.0,200000198,PT. KALLA INTI KARSA,STAFF/OPERATOR,MALL RATU INDAH,MARI SHOPPING CENTRE,ENGINEERING STAFF,0.908,0.86875,0.01,0.9121125000000001,1.1714285714285715,0.25
1388.0,200100213,PT. KALLA INTI KARSA,STAFF/OPERATOR,MALL RATU INDAH,MARI SHOPPING CENTRE,ENGINEERING STAFF,0.925,0.86875,0.01,0.9265625,1.1714285714285715,0.25
1389.0,200000195,PT. KALLA INTI KARSA,STAFF/OPERATOR,MALL RATU INDAH,MARI SHOPPING CENTRE,ENGINEERING STAFF,0.925,0.86875,0.01,0.9265625,1.157142857142857,0.25
1390.0,201200625,PT. KALLA INTI KARSA,STAFF/OPERATOR,MALL RATU INDAH,MARI SHOPPING CENTRE,ENGINEERING STAFF,0.925,0.8588541666666667,0.01,0.925078125,1.1685714285714286,0.25
1391.0,200000186,PT. KALLA INTI KARSA,STAFF/OPERATOR,MALL RATU INDAH,MARI SHOPPING CENTRE,ENGINEERING STAFF,0.934,0.86875,0.01,0.9342125000000001,1.1714285714285715,0.38
1392.0,201600760,PT. KALLA INTI KARSA,STAFF/OPERATOR,MALL RATU INDAH,MARI SHOPPING CENTRE,ENGINEERING STAFF,0.891,0.5052083333333334,0.01,0.84313125,1.1285714285714286,0.03
1393.0,200000207,PT. KALLA INTI KARSA,STAFF/OPERATOR,MALL RATU INDAH,MARI SHOPPING CENTRE,ENGINEERING STAFF,0.925,0.86875,0.01,0.9265625,1.1714285714285715,0.25
1394.0,201600726,PT. KALLA INTI KARSA,STAFF/OPERATOR,MALL RATU INDAH,MARI SHOPPING CENTRE,ENGINEERING STAFF,0.96,1.0,0.01,0.976,1.1714285714285715,0.38
1395.0,200300214,PT. KALLA INTI KARSA,STAFF/OPERATOR,MALL RATU INDAH,MARI SHOPPING CENTRE,FIT OUT STAFF,0.97,0.9614583333333334,0.01,0.9787187500000001,1.1685714285714286,0.85
1396.0,201700851,PT. KALLA INTI KARSA,STAFF/OPERATOR,MALL RATU INDAH,MARI SHOPPING CENTRE,OPERATION STAFF,0.9,0.8546875,0.0,0.893203125,1.0257142857142858,0.0
1397.0,201903683,PT. KALLA INTI KARSA,STAFF/OPERATOR,MALL RATU INDAH,MARI SHOPPING CENTRE,OPERATION STAFF,0.9,0.9989583333333334,0.01,0.92484375,1.0,0.0
1398.0,200000190,PT. KALLA INTI KARSA,STAFF/OPERATOR,MALL RATU INDAH,MARI SHOPPING CENTRE,OPERATION STAFF,0.9,0.9880208333333332,0.01,0.923203125,1.0,0.0
1399.0,201300570,PT. KALLA INTI KARSA,STAFF/OPERATOR,MALL RATU INDAH,MARI SHOPPING CENTRE,OPERATION STAFF,0.9,0.9848958333333332,0.02,0.932734375,1.0,0.0
1400.0,201000472,PT. KALLA INTI KARSA,STAFF/OPERATOR,MALL RATU INDAH,MARI SHOPPING CENTRE,OPERATIONS ADMIN,1.0,0.7239583333333333,0.015,0.9735937499999999,0.9285714285714286,0.95
1401.0,201100501,PT. KALLA INTI KARSA,STAFF/OPERATOR,MALL RATU INDAH,MARI SHOPPING CENTRE,TENANT RELATION STAFF,0.988,0.9947916666666669,0.01,0.9990187500000001,1.1685714285714286,1.0
1402.0,200000202,PT. KALLA INTI KARSA,STAFF/OPERATOR,MALL RATU INDAH,MARI SHOPPING CENTRE,TENANT RELATION STAFF,0.956,1.0,0.01,0.9726,1.1714285714285715,0.0
1403.0,201500728,PT. KALLA INTI KARSA,OPERATIONAL LEADERS,HEAD OFFICE,MARKETING & COMMUNICATION DEPARTMENT,MARKETING & COMMUNICATION MANAGER,0.99,0.8713541666666667,0.025,0.9972031250000001,1.0822222222222222,1.0
1404.0,201100426,PT. KALLA INTI KARSA,TECHNICAL LEADERS,HEAD OFFICE,MARKETING & COMMUNICATION DEPARTMENT,CREATIVE DESIGN SENIOR ANALYST,0.994,0.8911458333333334,0.01,0.988571875,0.9422222222222223,1.0
1405.0,201903259,PT. KALLA INTI KARSA,TECHNICAL LEADERS,HEAD OFFICE,MARKETING & COMMUNICATION DEPARTMENT,PJS. ADVERTISING & PROMOTION SECTION HEAD,1.0,0.9041666666666668,0.04,1.025625,1.0733333333333333,1.0
1406.0,201903260,PT. KALLA INTI KARSA,TECHNICAL LEADERS,HEAD OFFICE,MARKETING & COMMUNICATION DEPARTMENT,PJS. DIGITAL MARKETING SECTION HEAD,1.0,0.9375,0.015,1.005625,1.088888888888889,1.0
1407.0,202104117,PT. KALLA INTI KARSA,STAFF/OPERATOR,HEAD OFFICE,MARKETING & COMMUNICATION DEPARTMENT,ADVERTISING & PROMOTION STAFF,1.0,0.7932291666666668,0.0,0.968984375,1.002857142857143,1.0
1408.0,202104107,PT. KALLA INTI KARSA,STAFF/OPERATOR,HEAD OFFICE,MARKETING & COMMUNICATION DEPARTMENT,CREATIVE DESIGN ANALYST,1.0,0.9296875,0.01,0.9994531249999999,1.0171428571428571,1.0
1409.0,202003969,PT. KALLA INTI KARSA,STAFF/OPERATOR,HEAD OFFICE,MARKETING & COMMUNICATION DEPARTMENT,CREATIVE DESIGN ANALYST,0.983,0.8812500000000001,0.0,0.9677375,0.9542857142857143,1.0
1410.0,201300811,PT. KALLA INTI KARSA,STAFF/OPERATOR,HEAD OFFICE,MARKETING & COMMUNICATION DEPARTMENT,CREATIVE DESIGN ANALYST,0.957,0.9015625,0.01,0.9586843749999999,0.9228571428571428,1.0
1411.0,201903716,PT. KALLA INTI KARSA,STAFF/OPERATOR,HEAD OFFICE,MARKETING & COMMUNICATION DEPARTMENT,DIGITAL MARKETING STAFF,0.998,0.9604166666666668,0.015,1.0073625,1.1657142857142857,1.0
1412.0,200100211,PT. KALLA INTI KARSA,OPERATIONAL LEADERS,HEAD OFFICE,ME & GREENSHIP,ME & GREENSHIP SPECIALIST,0.92,0.7786458333333334,0.025,0.9237968750000001,0.9399999999999998,1.0
1413.0,201200484,PT. KALLA INTI KARSA,OPERATIONAL LEADERS,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,PJS. NIPAH OFFICE & SHOPPING CENTRE MANGEMENT MANAGER,0.893,0.7395833333333334,0.02,0.8899875,1.028888888888889,0.45
1414.0,200100204,PT. KALLA INTI KARSA,TECHNICAL LEADERS,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,ENGINEERING SENIOR SUPERVISOR,0.997,0.9880208333333332,0.01,1.0056531249999998,1.1066666666666667,1.0
1415.0,200000185,PT. KALLA INTI KARSA,TECHNICAL LEADERS,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,ENGINEERING SUPERVISOR,0.983,0.7817708333333333,0.01,0.962815625,0.9755555555555555,1.0
1416.0,201300641,PT. KALLA INTI KARSA,TECHNICAL LEADERS,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,ENGINEERING SUPERVISOR,0.983,0.8496527777777778,0.01,0.9729979166666667,0.9666666666666666,1.0
1417.0,201400747,PT. KALLA INTI KARSA,TECHNICAL LEADERS,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,FIT OUT SENIOR SUPERVISOR,0.955,0.9927083333333334,0.045,1.00565625,1.117777777777778,1.0
1418.0,199800136,PT. KALLA INTI KARSA,TECHNICAL LEADERS,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,OPERATION STAFF,0.75,0.9447916666666668,0.01,0.78921875,1.0355555555555556,1.0
1419.0,200700329,PT. KALLA INTI KARSA,TECHNICAL LEADERS,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,OPERATION SUPERVISOR,0.85,0.7541666666666667,0.01,0.845625,1.0,1.0
1420.0,201200483,PT. KALLA INTI KARSA,TECHNICAL LEADERS,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,TENANT RELATION SENIOR SUPERVISOR,1.0,0.9947916666666669,0.01,1.00921875,1.128888888888889,1.0
1421.0,201800839,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,ENGINEERING ADMIN,0.955,0.8307291666666667,0.02,0.956359375,0.9485714285714285,0.5
1422.0,201903263,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,ENGINEERING STAFF,0.869,0.8552083333333335,0.01,0.87693125,1.0085714285714287,0.0
1423.0,201700982,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,ENGINEERING STAFF,0.93,0.7833333333333334,0.02,0.928,0.9742857142857143,0.48
1424.0,201903039,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,ENGINEERING STAFF,0.875,0.9786458333333332,0.01,0.9005468750000001,1.0,0.2
1425.0,202003848,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,ENGINEERING STAFF,0.875,0.8432291666666667,0.02,0.890234375,1.0142857142857142,0.0
1426.0,201903256,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,ENGINEERING STAFF,0.864,0.85,0.01,0.8718999999999999,1.0142857142857142,0.2
1427.0,201903038,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,ENGINEERING STAFF,0.875,0.8411458333333334,0.01,0.879921875,1.0,0.2
1428.0,201800910,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,ENGINEERING STAFF,0.9,0.7177083333333334,0.01,0.88265625,1.1457142857142857,0.35
1429.0,201903262,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,ENGINEERING STAFF,0.869,0.8562500000000001,0.01,0.8770875,1.0085714285714287,0.2
1430.0,201903268,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,ENGINEERING STAFF,0.875,0.8572916666666667,0.01,0.88234375,1.0,0.0
1431.0,202104090,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,ENGINEERING STAFF,0.866,0.7557291666666667,0.0,0.849459375,1.0571428571428572,0.0
1432.0,201903684,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,ENGINEERING STAFF,0.875,0.765625,0.01,0.86859375,1.0171428571428571,0.2
1433.0,201800909,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,ENGINEERING STAFF,0.872,0.7635416666666667,0.01,0.86573125,0.9914285714285715,0.2
1434.0,201700981,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,ENGINEERING STAFF,0.903,0.7875000000000001,0.01,0.895675,1.0057142857142858,0.13
1435.0,201600724,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,ENGINEERING STAFF,0.975,0.7614583333333333,0.01,0.95296875,1.0114285714285716,0.95
1436.0,201903264,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,ENGINEERING STAFF,0.869,0.8583333333333334,0.01,0.8774000000000001,1.0,0.2
1437.0,201700983,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,ENGINEERING STAFF,0.963,0.7796875000000001,0.01,0.945503125,1.0,0.68
1438.0,201700984,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,ENGINEERING STAFF,0.875,0.7895833333333334,0.01,0.8721875,1.0257142857142858,0.2
1439.0,201600792,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,FIT OUT STAFF,0.993,0.934375,0.01,0.99420625,1.12,1.0
1440.0,201903267,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,FIT OUT STAFF,0.996,0.9239583333333334,0.01,0.9951937500000001,1.1171428571428572,1.0
1441.0,201700980,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,FIT OUT STAFF,0.996,0.953125,0.01,0.99956875,1.12,1.0
1442.0,201100529,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,OPERATION STAFF,0.857,0.8984375000000001,0.01,0.8732156249999999,1.0,0.2
1443.0,201800907,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,OPERATION STAFF,0.88,0.9432291666666668,0.01,0.899484375,1.0,1.0
1444.0,201000372,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,OPERATION STAFF,0.886,0.9276041666666668,0.02,0.912240625,0.9800000000000001,1.0
1445.0,201801087,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,OPERATION STAFF,0.9,0.9703125,0.01,0.9205468750000001,0.9742857142857143,1.0
1446.0,202003794,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,OPERATION STAFF,0.886,0.8901041666666667,0.01,0.896615625,1.0114285714285716,1.0
1447.0,201700962,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,OPERATION STAFF,0.87,0.8901041666666667,0.01,0.883015625,1.0114285714285716,1.0
1448.0,202003850,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,TENANT RELATION STAFF,1.0,0.9979166666666668,0.01,1.0096874999999998,1.1685714285714286,1.0
1449.0,201500720,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,TENANT RELATION STAFF,1.0,0.9947916666666669,0.01,1.00921875,1.1542857142857144,1.0
1450.0,201100446,PT. KALLA INTI KARSA,STAFF/OPERATOR,NIPAH MALL,NIPAH OFFICE & SHOPPING CENTRE,TENANT RELATION STAFF,1.0,0.9895833333333334,0.01,1.0084374999999999,1.157142857142857,1.0
1451.0,200400237,PT. KALLA INTI KARSA,OPERATIONAL LEADERS,HEAD OFFICE,PURCHASING DEPARTMENT,PJS. PURCHASING MANAGER,0.998,0.928125,0.02,1.0075187499999998,1.1,1.0
1452.0,201800858,PT. KALLA INTI KARSA,STAFF/OPERATOR,HEAD OFFICE,PURCHASING DEPARTMENT,PURCHASING STAFF,0.981,0.953125,0.015,0.99181875,1.0057142857142858,0.8
1453.0,201100512,PT. KALLA INTI KARSA,STAFF/OPERATOR,HEAD OFFICE,PURCHASING DEPARTMENT,PURCHASING STAFF,1.0,0.925,0.035,1.02375,1.0314285714285716,1.0
1454.0,201100521,PT. KALLA INTI KARSA,STAFF/OPERATOR,HEAD OFFICE,PURCHASING DEPARTMENT,PURCHASING STAFF,0.929,0.9552083333333332,0.01,0.9429312500000001,1.0285714285714287,0.55
